name,category,latitude,longitude
Moodalapalya,bus_stop,12.9706816,77.5248635
Cauvery Nagara,bus_stop,12.9998012,77.5305215
Jai Maruthi Nagara,bus_stop,13.0099244,77.5325737
Sakamma Badavane,bus_stop,13.0087813,77.5304051
Hegganahalli Cross,bus_stop,12.9997138,77.5041185
Neelagiri Thopu,bus_stop,12.9958612,77.5025557
Kebbala,bus_stop,12.987464,77.5044863
Kareem Sab Layout,bus_stop,13.004064,77.5097263
MEI Colony,bus_stop,13.0200072,77.5207089
Rajkumar Samadhi,bus_stop,13.018559,77.5319991
Lakshmidevi Nagara,bus_stop,13.0155262,77.5262039
Rajani Farm,bus_stop,13.0197535,77.5190795
Rajagopalanagar Rajni Farms,bus_stop,13.0140998,77.5090774
Veeranna Palya,bus_stop,12.9749057,77.4999832
Madavara,railway_station,13.0574214,77.4728055
Chikkabidarakallu,railway_station,13.0523616,77.4879154
Manjunathanagara,railway_station,13.0500898,77.4944461
MK Ahmed Super Market,shopping,12.9607559,77.5070056
Shoprite,shopping,12.9606694,77.5122249
Vigneshwara Nagara,bus_stop,12.9944842,77.5044409
Gangondanahalli Cross,bus_stop,13.0293215,77.4645807
Gangondanahalli,bus_stop,13.0217203,77.4677183
Kachohalli,bus_stop,13.0003721,77.4705492
Lakshmipura,bus_stop,13.0371439,77.4612522
Rajeshwarinagara,bus_stop,13.0455346,77.4612535
Thigalara Palya,bus_stop,13.0170955,77.4829741
G Hosahalli,bus_stop,12.995243,77.478282
Manganahalli,bus_stop,12.9539464,77.4692125
Upkar Residency Layout,bus_stop,12.9607352,77.4831822
Ramasandra,bus_stop,12.9454423,77.4678817
Bramha Devara Gudda,bus_stop,12.9749403,77.475418
Seegehalli,bus_stop,12.9732468,77.4489464
Dodda Aladamara,bus_stop,12.9098609,77.3952967
Dubasi Palya,bus_stop,12.9274161,77.4951526
Bagalagunte Village,bus_stop,13.0571339,77.501909
Thotada Guddadahalli,bus_stop,13.0683203,77.4893818
MEI Layout,bus_stop,13.0607746,77.5009314
Sidedahalli,bus_stop,13.0625424,77.4953754
Meenakshi Layout,bus_stop,13.065434,77.4927168
Kadabagere Cross,bus_stop,12.988996,77.4492145
Forest Gate,bus_stop,12.9917411,77.4591022
Mutturayaswamy Temple,bus_stop,12.9918561,77.4427372
Bayyandahalli Colony,bus_stop,13.0033032,77.442387
Janapriya Township,bus_stop,12.9992158,77.4427719
Gurushree Hitech Multispeciality Hospital,hospital,12.9593144,77.5265054
"Shobha Hospital, Bengaluru Urban",hospital,12.9755854,77.5313495
Allahabad Bank,bank,12.9727782,77.5296785
"Saraswathi Nagar, Police Chowky",bus_stop,12.9719567,77.5290443
Gnanabodhini English Pre-Primary School,school,12.9263122,77.4945152
MEDSOL Hospital,hospital,12.9309944,77.4929837
Sumanahalli,bus_stop,12.9867833,77.5207241
Summanahalli,bus_stop,12.9867218,77.5195211
Summanahalli,bus_stop,12.9876896,77.5191931
Government Primary Health Centre,hospital,13.003447,77.504284
Unnamed,school,13.0034513,77.5042307
Unnamed,bus_stop,13.0081727,77.5056024
Rajagopalanagara Police Station,bus_stop,13.0237865,77.5217729
Kanteerava Nagar,bus_stop,13.0216202,77.5269261
Devasthana,bus_stop,13.0209486,77.5294031
HDFC Bank,bank,13.03557,77.5185873
State Bank of India,bank,13.0271609,77.5148644
Canara Bank,bank,13.0198648,77.5048222
GKW Layout,bus_stop,12.9682338,77.5285165
Marenahalli,bus_stop,12.9699014,77.5320623
Bharathy Hospital,hospital,12.9761294,77.5326369
Ashrama Savandarbar,bus_stop,12.9096102,77.4923086
Raja Rajeshwari School,bus_stop,12.9296555,77.5147243
BHEL Concrode Layout,bus_stop,12.9078152,77.5094358
Pattanagere,bus_stop,12.9195676,77.5115655
Raja Rajeshwari Temple,bus_stop,12.9269842,77.5111944
Haridasa Nagara,bus_stop,12.9186152,77.5273725
Krishnappa Layout,bus_stop,12.9230604,77.5295868
Shaneshwara Temple,bus_stop,12.926515,77.5313975
Karnataka Bank,bank,12.9760451,77.5311984
"Shobha Hospital, Prashant Nagar",bus_stop,12.9757654,77.5311667
Shopper City,shopping,12.9762502,77.5320438
State Bank of India,bank,12.9746886,77.5310295
East West Institue of Technology,school,12.9759458,77.4832366
Dasanapura,bus_stop,13.0751191,77.4359092
Dasanapura,bus_stop,13.0755778,77.4360035
Mylasandra Cross,bus_stop,12.9184781,77.4909157
Jayaram Das Factory,bus_stop,12.9307347,77.5059954
Nandini Layout Ring Road,bus_stop,13.0119992,77.529111
Kempegowda Arch,bus_stop,13.0024805,77.5259388
Kempegowda Arch,bus_stop,13.0025745,77.5256814
MEI layout,bus_stop,13.060893,77.5003917
8th Mile Dasarahalli,bus_stop,13.0454221,77.507706
Malligondanahalli,bus_stop,12.9159817,77.4153475
Thavarekatte,bus_stop,12.9114493,77.3829259
"GM Hospital, Nagarabhavi",hospital,12.9613237,77.511726
Bychakuppe,bus_stop,12.9702965,77.3886166
Gangena Halli,bus_stop,12.9836362,77.3925769
Lakshmipura,bus_stop,12.9896277,77.3831371
Halubhavi Palya,bus_stop,12.9420654,77.4160584
Chikkaveeraiahana Palya,bus_stop,12.9455107,77.4004872
Puttaiahna Palya,bus_stop,12.9567247,77.4106416
Estate Gate,bus_stop,12.9595368,77.4067449
Maimanapalya,bus_stop,12.9857167,77.427429
Giddenahalli,bus_stop,12.9928046,77.4186374
Kadabagere,bus_stop,12.9968992,77.4332254
Doddamarana Halli,bus_stop,12.9304973,77.382837
Geleyara Balaga,bus_stop,13.0712135,77.5059782
Abbigere,bus_stop,13.0769515,77.5258623
Government Sub-Urban Press,bus_stop,12.9345995,77.5022911
Bangalore University Gate,bus_stop,12.9354397,77.5131619
Indira Priyadarshini Nagara,bus_stop,13.00708,77.5173404
KHB Colony,bus_stop,12.913173,77.3942936
Punugumaranahalli,bus_stop,12.916565,77.4034719
Ganapathi Halli,bus_stop,12.9182093,77.3953053
Basavana Palya,bus_stop,12.9325355,77.4000388
Punugumaranahalli Cross,bus_stop,12.9289772,77.4000637
BGS Health City,bus_stop,12.9070226,77.4992167
D Souza Nagara,bus_stop,12.9320088,77.5328435
Pramodha Layout,bus_stop,12.9361654,77.5280071
Chandra Public School,bus_stop,12.9604515,77.5295473
Ganesha Temple Chandra Layout,bus_stop,12.9581078,77.5286816
Gangondahalli Water Tank,bus_stop,12.9528075,77.5273651
Gangagondanahalli Church,bus_stop,12.9512445,77.5271235
Gangagondanahalli Masjid,bus_stop,12.9496141,77.5268242
Nayandahalli Railway Gate,bus_stop,12.9468096,77.5259576
14th Cross Chandra Layout,bus_stop,12.9591161,77.5237534
Chandra Layout 1st Stage,bus_stop,12.9529689,77.5217571
BCC Layout,bus_stop,12.951354,77.5297858
Nanjarasappa Badavane,bus_stop,12.9631773,77.528433
Vidyagiri Layout,bus_stop,12.9556355,77.5211562
Kanteerava Nagar,bus_stop,13.0214275,77.5270781
Sanjay Gandhi Nagar,bus_stop,13.0188369,77.5261816
Vidhanasoudha Layout,bus_stop,13.015628,77.5237044
SSVB Bakery,bus_stop,13.0141467,77.5326604
Ravi Badavane,bus_stop,13.006795,77.532459
Ashraya Nagara,bus_stop,13.0163604,77.531995
Jn of Gollahalli Road,bus_stop,12.9075203,77.4889005
Dubasi Palya Cross,bus_stop,12.9227574,77.4961638
Dubasi Palya Cross,bus_stop,12.9227444,77.495504
Bangalore University Gate,bus_stop,12.9357958,77.5132857
Rajarajeshwarinagara Gate,bus_stop,12.9364872,77.5182304
Rajarajeshwarinagara Gate,bus_stop,12.9362323,77.5175665
BWSSB Quarters,bus_stop,12.9392534,77.5233361
Nayandahalli,bus_stop,12.9429714,77.5262823
Jn of Kommaghatta Road,bus_stop,12.9146219,77.4816161
Robin Talkies,bus_stop,12.9160549,77.4797513
Kengeri Bande Mata,bus_stop,12.9198409,77.4767902
Sulikere Cross,bus_stop,12.9348358,77.4462092
Byrohalli Cross,bus_stop,12.9342683,77.4483297
Maragondanahalli Cross,bus_stop,12.9224812,77.4169025
Gulganjanahall,bus_stop,12.9367766,77.4189266
Maragondanahalli Cross,bus_stop,12.9346351,77.4318703
Krishnasagara,bus_stop,12.936358,77.4283936
Tavarekere,bus_stop,12.9658432,77.4001213
Hunisemarada Palya,bus_stop,12.9134597,77.4505312
New Byrohalli,bus_stop,12.9194369,77.4559033
Archakara Badavane,bus_stop,12.9189628,77.4528882
Hosa Palya,bus_stop,12.9108209,77.4501754
Bettana Palya,bus_stop,12.9119274,77.4430529
Dodda Aladamara Cross,bus_stop,12.9639014,77.4072508
Metipalya,bus_stop,12.9934544,77.4024592
Gerahalli,bus_stop,13.0372107,77.390473
Hunnigere Cross,bus_stop,13.0392623,77.3910061
Lakkenahalli Junction Sondekoppa Road,bus_stop,13.0447767,77.392639
Bairegowdana Halli Colony,bus_stop,13.0644629,77.3936663
Mallapura Gate,bus_stop,13.0728371,77.3936133
Kengeri Railway Station,bus_stop,12.9165843,77.4823461
Society Kengeri Satellite Town,bus_stop,12.9189691,77.4832425
Nagadevanahalli RR Temple,bus_stop,12.935699,77.4924157
BEML Complex,bus_stop,12.920158,77.5204954
Double Road BEML Layout,bus_stop,12.914526,77.5207669
Petrol Bunk RR Nagar,bus_stop,12.932582,77.5162034
Ramohalli,bus_stop,12.9073287,77.4182239
Kethohalli,bus_stop,12.9073134,77.4034803
SLN City,bus_stop,12.9519719,77.3864838
Peddanapalya School,bus_stop,12.9597165,77.3893807
Jnana Bharthi Layout,bus_stop,12.9313242,77.4897507
Ladies Hostel University Campus,bus_stop,12.9422645,77.505853
Library University,bus_stop,12.9443231,77.5044462
Administrative Block,bus_stop,12.9491302,77.501359
PVP School,bus_stop,12.9486439,77.4972184
Sonnenahalli Bridge,bus_stop,12.9420013,77.4833693
Sonnenahalli,bus_stop,12.9421151,77.4801004
Kengunte Circle,bus_stop,12.9602707,77.5042973
Deepa Complex,bus_stop,12.9666747,77.5051865
Deepa Complex,bus_stop,12.9668119,77.5051018
Maruthi Nagara,bus_stop,12.9383443,77.4790752
Balaji Badavane,bus_stop,12.9586133,77.4957742
Jnana Jyothi Nagara 2nd Phase,bus_stop,12.9572123,77.4954054
Nagarabhavi Circle,bus_stop,12.9580712,77.5186179
Bengaluru Children Hospital,bus_stop,12.9097783,77.5134738
Double Road,bus_stop,12.9151912,77.5135577
Halage Vaderahalli,bus_stop,12.919989,77.5139568
Halage Vaderahalli,bus_stop,12.9224408,77.5144605
BHEL Layout Cross,bus_stop,12.9157937,77.5107921
Krishna Garden,bus_stop,12.9132498,77.5071063
Javaregowdanagara Cross,bus_stop,12.9299784,77.5206938
Bangarappa Nagara,bus_stop,12.924845,77.5263047
Shakthi Hill Resorts,bus_stop,12.9115009,77.5274468
Shanmuka Temple,bus_stop,12.9132268,77.5283118
Javaregowda Nagara,bus_stop,12.9298898,77.5243085
Koli Farm,bus_stop,12.951812,77.4974244
Amma Ashrama Cross,bus_stop,12.9494923,77.4886482
Chunchanakuppe,bus_stop,12.9102758,77.3862278
Ullalu Upanagara,bus_stop,12.9623714,77.4750841
Byraveshwaranagara Bank Colony,bus_stop,12.9648841,77.5234607
Kalyana Nagara,bus_stop,12.9676588,77.5238617
Priyadarshini Layout,bus_stop,12.971471,77.5267719
Bhavani Nagara 2nd Stage,bus_stop,12.9567368,77.4871568
"National Law College, Jnana Bharathi",bus_stop,12.9528101,77.5163913
Bande Maramma Bus Station,bus_stop,12.9669671,77.5158357
Nagarabhavi 12th Block,bus_stop,12.9607501,77.5123818
Patteghar Circle,bus_stop,12.9763305,77.5258159
Panchsheela Nagara,bus_stop,12.9743262,77.5208194
Malagala,bus_stop,12.9754631,77.515267
Ramakrishnappa Layout,bus_stop,12.9778951,77.5164792
Unnamed,bus_stop,12.9694666,77.5148639
Annapoorneshwari Nagara,bus_stop,12.9807721,77.5069825
Srigandha Kaval,bus_stop,12.9787344,77.5017501
D Group Employees Layout,bus_stop,12.9782389,77.4986652
Narasipura,bus_stop,12.9770105,77.494631
Amma Ashrama,bus_stop,12.9463898,77.4868805
Herohalli Cross,bus_stop,12.9876847,77.4932046
Anjananagar Gollarahatti,bus_stop,12.9862442,77.4885444
College Stop Gollarahatti,bus_stop,12.9861912,77.4779524
Gollarahatti,bus_stop,12.9879822,77.4741074
Chikka Gollarahatti,bus_stop,12.9914136,77.4657955
Machohalli Colony,bus_stop,12.9973548,77.451548
Vinayaka Talkies,bus_stop,12.9925949,77.5081883
Siddartha Badavane,bus_stop,12.9945673,77.5112021
Kachohalli Cross,bus_stop,12.990475,77.4689491
Bylakonenahalli,bus_stop,13.0109535,77.4598985
TCI,bus_stop,13.0586246,77.4661321
Madanayakanahalli,bus_stop,13.060974,77.4609941
Makali,bus_stop,13.0655449,77.4533438
Adakimaranahalli,bus_stop,13.0703692,77.4445812
Devannanapalya,bus_stop,13.0769185,77.4323231
Devannana Palya,bus_stop,13.0773717,77.4323023
TCI,bus_stop,13.0590498,77.4659882
Adakimaranahalli,bus_stop,13.0708771,77.444609
Madanayakanahalli,bus_stop,13.0612674,77.4612791
Makali,bus_stop,13.0659494,77.4533884
Madeshwara Nagara,bus_stop,12.9923026,77.4943652
Prasanna Layout,bus_stop,12.9972668,77.4967859
Nagaravale,bus_stop,12.9992771,77.4961909
Sigehalli Gate,bus_stop,12.9841702,77.4440112
Hamsa Farm,bus_stop,12.9818471,77.4398431
Channenahalli,bus_stop,12.9779212,77.4305361
Honnagana Hatti,bus_stop,12.9742391,77.4210658
Channadasi Palya,bus_stop,12.970958,77.414868
"Sub Register Office, Lakkuppe",bus_stop,12.970023,77.4101371
Ganesha Temple,bus_stop,12.966868,77.4029049
Kannalli,bus_stop,12.9672288,77.4590501
Bharathnagar 2nd Stage,bus_stop,12.9785713,77.4778584
Gnanashakti Nagar,bus_stop,12.9855416,77.4586502
Eshwari Form,bus_stop,12.9885211,77.4663643
Sulikere Palya,bus_stop,12.9445732,77.4495942
Tunganagara Cross,bus_stop,12.985503,77.485068
Thunga Nagara,bus_stop,12.991877,77.4851534
Hunnigere,bus_stop,13.0328536,77.3963032
Mantanakurchi,bus_stop,13.0438093,77.3850231
Hosa Palya Gate,bus_stop,12.9834751,77.3871528
Vidyamanyanagar,bus_stop,13.0047026,77.4872663
Muddinapalya,bus_stop,12.9663246,77.4878545
Venkateshwara Layout,bus_stop,12.9933298,77.4885321
Vidyamanyanagar,bus_stop,13.0046069,77.4874872
Anjaneya Temple Thigalarapalya,bus_stop,13.0137744,77.4834344
Upkar Residency Layout,bus_stop,12.959248,77.4877338
Lingadeeranahalli,bus_stop,13.0000996,77.4793945
Nagarabhavi 2nd Phase 11th Block,bus_stop,12.9777974,77.5138386
Bayyandahalli,bus_stop,13.0070265,77.4424779
Bettahalli Cross,bus_stop,13.0081299,77.4349299
Kittanahalli,bus_stop,13.0090369,77.421661
Kadirenahalli Village,bus_stop,13.0418661,77.4482852
Kammasandra,bus_stop,13.0346342,77.4395654
Kamadenu Kshetra,bus_stop,13.0298454,77.4391367
Kamadhenu Kshethra,bus_stop,13.0256601,77.4476441
Vaddarahalli BMTC Training Centre,bus_stop,13.0201687,77.448566
Vaddarahalli Cross,bus_stop,13.0150369,77.4471027
Bettahalli Cross,bus_stop,13.0154005,77.4434612
Bettenahalli,bus_stop,13.0168799,77.4372605
Vaddarahalli,bus_stop,13.0146034,77.4496166
Averehalli Cross,bus_stop,13.0334071,77.4218979
Averahalli,bus_stop,13.0349289,77.4160517
Papaiahnapalya,bus_stop,13.0657122,77.404131
Mallapura Tavare Kere,bus_stop,13.0745717,77.3995507
Baleveerana Halli,bus_stop,13.0190461,77.3939341
Dairy Hegganahalli,bus_stop,13.0082282,77.5056125
Peenya 14th Cross,bus_stop,13.0164785,77.5057386
Brundavana Peenya 2nd Stage,bus_stop,13.0202404,77.5081111
NTTF,bus_stop,13.0246025,77.5108657
Rolling Mill,bus_stop,13.0265402,77.5147174
TVS Cross Peenya 2nd Stage,bus_stop,13.0285288,77.519548
Systems Peenya,bus_stop,13.0354412,77.5181727
System Jalahalli Cross,bus_stop,13.0349433,77.5179665
Jalahalli Cross,bus_stop,13.0398186,77.5183133
T Dasarahalli,bus_stop,13.0430177,77.5130488
T Dasarahalli,bus_stop,13.0427796,77.5129645
8th Mile Dasarahalli,bus_stop,13.0455636,77.5055104
8th Mile Dasarahalli,bus_stop,13.0450201,77.5076896
Rukmini Nagara,bus_stop,13.0410361,77.5048282
Nagasandra Cross Bus Stop,bus_stop,13.0385761,77.5045157
HMT Layout,bus_stop,13.0337754,77.5040962
Nelagedaranahalli,bus_stop,13.0315243,77.5034567
Gruhalaxmi Layout,bus_stop,13.0298063,77.4997531
Indiranagara,bus_stop,13.0277238,77.4937718
Shanthinagara,bus_stop,13.0262298,77.4731558
Thippenahalli Cross,bus_stop,13.0293894,77.4835383
Gangondanahalli Colony,bus_stop,13.024254,77.4708342
KG Lakkenahalli Cross,bus_stop,13.0258508,77.4596723
Jyothinagar,bus_stop,13.0237039,77.4589838
KG Lakkenahalli,bus_stop,13.0161627,77.4565858
Laggere Cross,bus_stop,13.0226124,77.5235453
Parvathi Nagara,bus_stop,13.0163723,77.5203387
Laggere,bus_stop,13.0139134,77.5208472
Widia School,bus_stop,13.0486783,77.4967136
Morision Factory,bus_stop,13.0507435,77.492188
Marison Factory,bus_stop,13.0504136,77.4918735
Chikka Bidarakallu,bus_stop,13.0523528,77.4877306
Chikkabidarakallu,bus_stop,13.0519047,77.4877084
Jindal,bus_stop,13.0536615,77.4840545
Jindal,bus_stop,13.0532831,77.4838143
Anchepalya,bus_stop,13.0550002,77.4789572
Madavara,bus_stop,13.0572169,77.4731579
Widia School Bagalagunte,bus_stop,13.0510007,77.5077223
Bagalagunte,bus_stop,13.0564209,77.5072784
Bone Mill,bus_stop,13.0640151,77.5048674
Sapthagiri College,bus_stop,13.0669701,77.5032715
Janapriya Apartments,bus_stop,13.0734812,77.5030691
Ayyappa Temple,bus_stop,13.045979,77.5222447
Shetty Halli Cross,bus_stop,13.0502833,77.525675
KG Halli Bridge,bus_stop,13.0545787,77.5327276
Aralimara,bus_stop,12.992196,77.5046705
Sheshadri Nagara,bus_stop,13.0642011,77.4886424
Kirloskar Badavane,bus_stop,13.0673669,77.5001184
Nagasandra,bus_stop,13.0395465,77.4997629
KRS Gowda Layout,bus_stop,13.0345127,77.4992483
Mallasandra,bus_stop,13.0572477,77.5098468
Chimney Hills,bus_stop,13.0720035,77.4995979
Kudhurgere Madhanayakanahalli,bus_stop,13.0757683,77.4726196
Soundarya Layout,bus_stop,13.06697,77.497335
Bireshwara Circle,bus_stop,13.0654638,77.4948226
Rajiv Gandhi Nagara,bus_stop,13.0128664,77.5178149
Annapurna Nagara,bus_stop,13.0000654,77.5173591
Gejjagadahalli Cross,bus_stop,13.0714274,77.4228309
Adarshanagara,bus_stop,13.0764997,77.4238654
Vinayaka Nagara,bus_stop,13.067515,77.4208264
Thimmabhovi Palya,bus_stop,13.0596837,77.4193132
Shivanapura,bus_stop,13.0493086,77.4214289
Gejjagadahalli,bus_stop,13.0609325,77.4280874
Gejjagadahalli Colony,bus_stop,13.0654002,77.430505
Muniswamappa Layout,bus_stop,13.0441349,77.4906379
Anjaneya Temple,bus_stop,13.0357452,77.4844357
Shivanapura gate,bus_stop,13.0432754,77.42896
Hegde Devanapura,bus_stop,13.0764541,77.4585122
Harokyatanahalli,bus_stop,13.0499185,77.4454029
Shivajyothi Nagara,bus_stop,13.0594664,77.4487864
Adakimaranahalli,bus_stop,13.0648967,77.4434208
Shivanapura Cross,bus_stop,13.0414303,77.4222746
Bairegowdana Halli,bus_stop,13.0602161,77.3884437
Rockline Studio,bus_stop,13.0406363,77.4960981
Venugopala Nagara,bus_stop,13.0396553,77.4940725
Sri Shaneshwara Swamy Temple,bus_stop,13.0379874,77.4938686
Doddabidarakallu,bus_stop,13.0358455,77.4937472
Ganesh Circle Vaddarahalli,bus_stop,13.0257039,77.4550167
Maranna Layout,bus_stop,13.0368521,77.4884874
Indiranagara,bus_stop,13.0283303,77.4894359
Channa Nayakanapalya,bus_stop,13.0438902,77.4850998
Sapthagiri Layout,bus_stop,13.0360433,77.497501
GCL Factory,bus_stop,13.0129632,77.5036103
Manjushree Garments,bus_stop,13.0144888,77.5004995
Shiva Bar,bus_stop,13.0137269,77.4892996
Vigneshwara Nagara,bus_stop,12.993314,77.4995913
KG Halli Post Office,bus_stop,13.0568608,77.5327052
SRS Mathikere,bus_stop,13.0611724,77.5311682
Rama Temple,bus_stop,13.0637498,77.5306365
Abbigere Dinne,bus_stop,13.0710107,77.5280137
Abbigere Gate,bus_stop,13.0724477,77.5235219
RMG,bus_stop,13.0759197,77.5171325
Kempegowda Arch,bus_stop,13.0025448,77.5257484
Laggere,bus_stop,13.0110786,77.522013
LB Samudaya Bhavana,bus_stop,12.9977242,77.5233832
LB Samudaya Bhavana,bus_stop,12.9972017,77.5234883
Vishweshwaraiah Enclave,bus_stop,13.0669703,77.5319695
Muthkuru,bus_stop,13.0776134,77.5303478
Pinewood High School,school,12.9751013,77.5311252
ASC Study Center,college,12.9753608,77.5313481
ASC Degree College,college,12.9761551,77.5305492
Cordial High School,school,12.9754931,77.5324927
Rishi Women and Child Clinic,hospital,12.9745812,77.532699
Karnataka Bank,bank,12.9606617,77.5271701
Anurag Medical Center,hospital,12.9612829,77.5271683
Chandra Gymkhana Institute,college,12.9608934,77.527289
Behtar Super Market,shopping,12.9682121,77.5303413
Kanteerava Studio,bus_stop,13.022661,77.5326098
Rajkumar Samadhi,bus_stop,13.0181896,77.5315886
Nandini Layout Ring Road,bus_stop,13.012176,77.5289456
Laggere Bridge,bus_stop,13.0084989,77.5266205
Soundarya Institute of Management,school,13.0706671,77.4939828
Village Super Market,shopping,12.961299,77.5265056
Akshaya Super Market,shopping,12.9606854,77.5286993
Namdhari's Fresh,shopping,12.9244128,77.5190496
Carmel School Ground,school,12.9242219,77.518945
"Vasan Eye Care Hospital, Rajarajeswari Nagar",hospital,12.931334,77.5154779
Rajarajeshwari Dental College,hospital,12.9069608,77.418604
Canara Bank,bank,13.0188018,77.5201262
Laggere Cross Bus Stop,bus_stop,13.0227517,77.5242358
Kuvempu Circle,bus_stop,12.9098411,77.5210794
State Bank of India,bank,12.926408,77.5158466
Apex Bank,bank,12.9198566,77.5142588
Mysore Road Metro,bus_stop,12.9463164,77.5305272
Bangalore University Bus stop,bus_stop,12.9520859,77.4999894
Quarters stop,bus_stop,12.9528321,77.5000678
Vijaya Bank,bank,13.0371446,77.5230437
Nammura Government Model Primary School,school,13.0353468,77.5263173
BET Convent,school,12.9209531,77.5213014
Madavara,bus_stop,13.0566825,77.473046
Nagarabhavi Circle/Coconut Garden Layout,bus_stop,12.9601806,77.519829
Urban DIET,college,12.9313595,77.5135774
Unnamed,bus_stop,12.93119,77.5062185
Jalahalli Cross,bus_stop,13.0397865,77.5184458
Star Bazar,shopping,12.9760478,77.5319661
Vijaya Bank extension counter,bank,13.0717613,77.5115092
Deepak Factory,bus_stop,13.0469642,77.501634
Gudde Devastana Kamalanagara,bus_stop,12.9952849,77.5331941
Kamalanagar BEML layout,bus_stop,12.9926916,77.5304167
Shankararnag Bus Stop,bus_stop,12.9946168,77.5267989
Hopcoms,shopping,12.9188235,77.5203753
State Bank of India,bank,12.9178772,77.5204317
M S Ramaiah University of Applied Sciences,school,13.0184747,77.5091024
Sri Vinayaka Hospital,hospital,12.9575029,77.5276466
Shathayu Ayurveda Wellness Centre,hospital,12.9573897,77.5276882
Shri Vishnu Ent Speciality Center,hospital,13.0226079,77.4748015
Hospital Sharavathi,hospital,12.9594984,77.5275515
Manasa Hospital,hospital,12.968821,77.5246297
Prasad Nethralaya,hospital,12.9603312,77.5300796
Unnamed,hospital,12.9639998,77.5302683
Dhanush Hospital,hospital,12.9706209,77.5151893
"S K Hospital, Bengaluru Urban",hospital,12.957572,77.5184436
Modern Family Doctor Pvt Ltd,hospital,12.9698405,77.5327211
KSRTC Pickup Point,bus_stop,13.0413227,77.5166301
Sri Balaji Planet Supermarket,shopping,13.0597062,77.460692
Ambika Provision Store,shopping,12.9881358,77.4733815
R R Provision Store,shopping,12.9841382,77.5289161
Royal Mart,shopping,12.985304,77.4798633
State Bank of India,bank,12.982076,77.5313241
Anupama Hospital,hospital,12.9838763,77.4788534
Corporation Bank,bank,12.9858942,77.4879367
Karnataka Bank,bank,12.9824941,77.4788347
State Bank of India,bank,12.9834972,77.4860976
Federal Bank,bank,12.9617879,77.4727085
Government school,school,12.984899,77.4812378
Kengeri Church,bus_stop,12.9284785,77.4867183
Vinayaka Layout Nagarbhavi,bus_stop,12.9606356,77.5074495
NGEF Layout Nagarbhavi,bus_stop,12.9609998,77.5099767
Jnanabharati,railway_station,12.9350669,77.5109716
Canara Bank,bank,12.9368059,77.517737
Kaniminike,bus_stop,12.9266638,77.4896129
Swaminarayana Gurukul,bus_stop,12.930044,77.4925848
Kanaminaki Colony,bus_stop,12.9212627,77.4845731
Metro Cash and Carry,shopping,12.9263972,77.502667
Usha Vikranth Diagnostic Center and Hospital,hospital,12.9138086,77.5273633
Nagarabhavi BDA Complex,bus_stop,12.9796252,77.510692
Nagarabhavi BDA Complex,bus_stop,12.9796016,77.5107812
Peenya 2nd Stage,bus_stop,13.0108926,77.5068223
Lakshmidevi Nagara,bus_stop,13.0155385,77.5261972
Kanteerava Nagar,bus_stop,13.0213819,77.5270556
Vidhanasoudha Layout,bus_stop,13.0155714,77.5237107
Sanjay Gandhi Nagar,bus_stop,13.0188496,77.5261915
Mysore Road Metro,bus_stop,12.9464096,77.5299195
Dasarahalli,railway_station,13.0432607,77.5125535
Jalahalli,railway_station,13.0394104,77.5197351
Maruthi Nagara,bus_stop,12.9383153,77.4791883
Ambedkar Institute of Technology,bus_stop,12.9630048,77.5051247
Kanteerva Studio,bus_stop,13.0225851,77.5329712
Shivanahalli,bus_stop,12.9283964,77.4907404
Police Quarters,bus_stop,12.9234894,77.488887
Dhananayakanahalli,bus_stop,12.9430303,77.4768412
Kamala Nagar Market,bus_stop,12.9959683,77.5309876
RV College,bus_stop,12.9254906,77.4993812
HDFC Bank,bank,12.9263673,77.5156313
Mysore Road,railway_station,12.9467183,77.5301588
Peenya,railway_station,13.0330189,77.533201
Peenya Industry,railway_station,13.0363176,77.5254924
Nayandahalli,bus_stop,12.9453248,77.5277688
Peenya Metro Station,bus_stop,13.0358031,77.5255837
SRS Peenya,bus_stop,13.0344195,77.5299516
Academic Block Sapthagiri College,college,13.0682855,77.5044244
Kengeri Upanagara Government Hospital,hospital,12.9156896,77.4808065
Vidya Vikas Polytechnic,college,12.938738,77.5230114
Abhay Hospital,hospital,12.9517481,77.4939886
"Shreyas Hospital, Bengaluru Urban",hospital,12.9829857,77.5309655
Chandana Hospital,hospital,12.9579894,77.5114394
Panchamukhi Specialityu Hospital,hospital,12.9957177,77.5031644
Sri Lakshmi Multi Speciality Hospital,hospital,12.9881868,77.5087273
Essential Hospital,hospital,12.974865,77.5096312
"Shreya Hospital, Bengaluru Rural",hospital,12.9215104,77.4832503
Sri Annapoorneshwari Hospital,hospital,12.9255704,77.4857756
Mathru Hospital - Bangalore,hospital,12.9110975,77.4806057
Dhanush Hospital,hospital,12.9654318,77.52312
Belaku Eye Hospital,hospital,12.9110766,77.4800451
Unity Lifline Hospital Pvt Ltd,hospital,12.9819768,77.5108275
"Unity Hospital, Bengaluru Urban",hospital,12.910823,77.5207892
HK Hospital,hospital,12.9085981,77.4784157
S.S.G. Hospital,hospital,12.9868695,77.4794832
Sri Venkateshwara Eye Hospital,hospital,13.0423919,77.5136653
A.M. Hospital,hospital,12.9601022,77.5315556
"Shridevi Hospital, Bengaluru Urban",hospital,12.9617045,77.5217172
