name,category,latitude,longitude
High Ground Police Station,bus_stop,12.989061,77.588684
Maharani's College,bus_stop,12.9790586,77.5848792
Hennur,bus_stop,13.0398416,77.6413592
KR Circle,bus_stop,12.9757484,77.5865892
K Narayanapura Main Bus Stand,bus_stop,13.0664906,77.640751
Ashwath Nagara Cross,bus_stop,13.050419,77.6302917
Venus MultiSpeciality Hospital,hospital,12.9721779,77.6807872
BDS Nagara,bus_stop,13.0657342,77.6429906
MICO Layout Checkpost,bus_stop,12.9139498,77.6000445
MICO Factory Junction,bus_stop,12.9441426,77.6029372
Indian Christian Cemetry,bus_stop,12.9525963,77.604851
Elgin Flour Mill,bus_stop,12.9580895,77.6061814
Johnson Market,bus_stop,12.9634117,77.6066682
Jayanthi Nagar,bus_stop,13.0288888,77.6637201
Horamavu Agara,bus_stop,13.0367725,77.6549479
Hennur,bus_stop,13.0390694,77.6439857
HRBR Layout Cross,bus_stop,13.0238806,77.643224
80ft Road HRBR Layout,bus_stop,13.0210831,77.6431757
Cauvery Bhavana,bus_stop,12.9734679,77.5814541
"Maharani College, KR Circle",bus_stop,12.9767664,77.5858556
Indian Express,bus_stop,12.9835004,77.5963419
Bamboo Bazar,bus_stop,12.9918092,77.6019113
Doddi,bus_stop,13.0028662,77.6122002
Canara Bank Tannery Road,bus_stop,13.0070581,77.6126039
Periyar Nagara Circle,bus_stop,13.0085327,77.6133053
Muslim Colony,bus_stop,13.0104745,77.6151332
Postal and Telecom Colony,bus_stop,13.0119314,77.6160921
Venkateshapura,bus_stop,13.0152581,77.617511
Kadugondanahalli Police Station,bus_stop,13.0211014,77.6190707
Ambedkar Medical College Shampura,bus_stop,13.0231175,77.6126347
Thanisandra,bus_stop,13.0559857,77.6320513
Sujatha Talkies,bus_stop,12.9823871,77.5619169
Sujatha Talkies,bus_stop,12.9823721,77.5622065
Canara Bank,bank,12.9955818,77.5538957
Rajajinagar Entrance,bus_stop,12.9844532,77.556936
Vijayanagara Garage,bus_stop,12.9631003,77.5343062
Government Model Primary School,school,12.9577457,77.5338261
Chowdeshwari Temple,bus_stop,12.9947442,77.5663975
RC College,bus_stop,12.9839279,77.5868205
GPO,bus_stop,12.981735,77.5949469
Raj Bhavan,bus_stop,12.9829373,77.5921641
Ashwathkatte Sultanpalya,bus_stop,13.0246071,77.6033127
Electric B Station,bus_stop,12.9739911,77.6138595
Petrol Bunk,bus_stop,12.9674562,77.6559953
Malleshwaram 18th Cross,bus_stop,13.008731,77.5711125
RM Guttahalli,bus_stop,12.998441,77.5820187
Ganesha Temple Vasanthanagara,bus_stop,12.995202,77.5920926
Jeevanahalli Cross,bus_stop,12.9942724,77.6288179
Pankaj Dairy,bus_stop,12.9958484,77.6238812
Davanam Sarovar Portico Suites,shopping,12.9216966,77.620318
HDFC Bank,bank,12.9159432,77.6192416
Canara Bank,bank,12.9140735,77.6109398
Punjab National Bank,bank,12.9486204,77.5348721
Sirsi Circle,bus_stop,12.9612418,77.5594828
Canara Bank,bank,12.9961267,77.5644824
Lavonne Academy of Baking Science and Pastry Arts,college,12.9668354,77.6369007
HDFC Bank,bank,12.9722265,77.68077
Rajaji Nagar 1st Block,bus_stop,13.0041618,77.5491817
RBL Bank,bank,13.0042121,77.5508621
Roopena Agrahara Government Hospital,hospital,12.9102142,77.6244654
K.C. General Hospital,hospital,12.993382,77.5694167
Anand Rao,bus_stop,12.9811159,77.5768709
Kalyananagara Junction,bus_stop,13.0263618,77.6364058
Kalyananagara Junction,bus_stop,13.0263932,77.6362396
State Bank of India,bank,13.0314059,77.6355596
DMart,shopping,13.0334461,77.6374519
Axis Bank,bank,13.0485259,77.6452813
Sai Hospital,hospital,13.0701337,77.6329103
Cure Hospital,hospital,13.0324318,77.6085263
Athulya Departmental,shopping,13.0075364,77.5485219
Tata Institute,bus_stop,13.0144454,77.5684152
Tata Institute,bus_stop,13.0144349,77.5682737
HBR Layout,bus_stop,13.0346167,77.6288883
HBR Layout,bus_stop,13.0352027,77.6283201
Axis Bank,bank,13.0337466,77.6288822
Hennur Cross,bus_stop,13.0293448,77.6316918
Hennur Cross,bus_stop,13.029461,77.6316127
Lumbini Gardens,bus_stop,13.0432701,77.6094579
Lumbini Gardens,bus_stop,13.043198,77.6097425
Manyatha Tech Park,bus_stop,13.0408346,77.6184473
Manyatha Tech Park,bus_stop,13.0408171,77.6182622
Manyatha Tech Park,bus_stop,13.0411801,77.6204098
Shopwel Mart,shopping,12.990736,77.5870219
Mekhri Circle,bus_stop,13.0199738,77.5837071
Mekhri Circle,bus_stop,13.0200927,77.5837085
Mekhri Circle,bus_stop,13.0201985,77.5837125
Mekhri Circle,bus_stop,13.0203763,77.5837192
State Bank of India,bank,13.024189,77.5851756
Axis Bank,bank,13.0252747,77.5854385
CBI,bus_stop,13.0258842,77.5855168
UAS Campus,bus_stop,13.0302097,77.5871095
Veterinary College,bus_stop,13.0326896,77.5876111
The Brigade Hypermart,shopping,13.0522323,77.6462227
shop@rite,shopping,13.0576985,77.5465371
Double Tank,bus_stop,13.0676794,77.544685
Vishal Mega Mart,shopping,13.0296204,77.5611135
Karnataka Bank,bank,13.032069,77.5593775
Mattikere,bus_stop,13.0354072,77.5573879
Gokula,bus_stop,13.0412801,77.5572981
BEL Circle,bus_stop,13.0452884,77.5567791
BEL Circle,bus_stop,13.0452035,77.5568026
State Bank BEL Circle,bus_stop,13.0492614,77.5541009
BEL Market,bus_stop,13.0514021,77.5522068
CPRI,bus_stop,13.0148505,77.5751945
Yashas Neurocare,hospital,12.9853993,77.5454024
Focus Diagnostic Center,hospital,12.9870634,77.549951
Sujatha Talkies,bus_stop,12.9827491,77.5623903
New Oxford High School,school,12.9847669,77.5531782
HDFC Bank,bank,12.9857287,77.5524808
Karur Vysya Bank,bank,12.9858058,77.5513798
Ashirwad Market,shopping,12.9862606,77.5508527
Bank of Maharashtra,bank,12.9863873,77.5508474
Bank of India,bank,12.9987729,77.5522368
State Bank of India,bank,13.0000077,77.552163
Bank of Baroda,bank,12.9915596,77.5942361
Punjab National Bank,bank,12.9922679,77.5949737
Bethesda Academy,school,12.998522,77.6157112
Mosque Road,bus_stop,13.0001384,77.6160988
Carry Fresh,shopping,13.000439,77.6156254
Frazer Town,bus_stop,13.0011811,77.6121318
Harris Road,bus_stop,12.9994445,77.6093812
Hennur Cross,bus_stop,13.0277468,77.6337062
ICICI Bank,bank,13.0321291,77.6366056
IndusInd Bank,bank,13.0336982,77.6385516
Janaki Rama Layout,bus_stop,13.0436506,77.6427881
Star Market,shopping,13.0481365,77.6455307
Reliance Fresh,shopping,13.0475251,77.6443988
Lumbini Gardens,bus_stop,13.0434329,77.607847
Lumbini Gardens,bus_stop,13.0434781,77.6075598
Mekhri Circle,bus_stop,13.0145459,77.582214
Mekhri Circle,bus_stop,13.0197222,77.584
Mekhri Circle,bus_stop,13.0199181,77.5840113
Gangenahalli,bus_stop,13.0232851,77.5840235
CBI,bus_stop,13.0256818,77.5854562
Union Bank of India,bank,12.9332662,77.5403188
Sadashivanagara Police Station,bus_stop,13.0161793,77.5726283
CPRI Quarters,bus_stop,13.0226929,77.5722903
MS Ramaiah Hospital,bus_stop,13.0268786,77.5719356
Vittal Eye HOspital,hospital,12.931298,77.5412566
RC College,bus_stop,12.983973,77.5870015
KPCC Office,bus_stop,12.9831464,77.5765751
State Bank of India,bank,12.9824081,77.5747713
1st Block Koramangala,bus_stop,12.925122,77.6346785
1st Block Koramangala,bus_stop,12.9251364,77.6348354
Koramangala Water Tank,bus_stop,12.926867,77.6227936
St. John's Hospital,bus_stop,12.9295048,77.6161149
Jayanagara 38th Cross,bus_stop,12.9215014,77.5836333
ISKCON Temple,bus_stop,13.0118968,77.551535
Corporation Circle,bus_stop,12.9667074,77.5880067
Corporation Circle,bus_stop,12.966842,77.588118
Corporation,bus_stop,12.9681907,77.5873811
Corporation,bus_stop,12.9685004,77.5865073
Axis Bank,bank,12.9720421,77.5832324
Canara Bank,bank,12.9721584,77.5830647
State Bank of India,bank,12.9722943,77.5829172
Mysore Bank,bus_stop,12.9721532,77.5824183
Mysore Bank,bus_stop,12.9722682,77.5822601
Kotak Mahindra Bank,bank,12.9732666,77.5800808
South Indian Bank,bank,12.9740926,77.5782381
Anepalya,bus_stop,12.9531008,77.6051527
Anepalya,bus_stop,12.9533583,77.6051795
Anepalya,bus_stop,12.9537582,77.6052292
State Bank of India,bank,12.9581548,77.60537
Union Bank of India,bank,12.9630375,77.6049435
Family Mart,shopping,12.9597434,77.6019703
Hudson Circle,bus_stop,12.9678456,77.5908682
Hudson Circle,bus_stop,12.9679138,77.59109
State Bank of India,bank,12.9620404,77.5937144
Adugodi Police Station,bus_stop,12.940032,77.6094322
Anepalya,bus_stop,12.9521114,77.6053243
HSR Layout BDA Complex,bus_stop,12.916089,77.6351761
Central Silk Board,bus_stop,12.917519,77.6245029
Central Silk Board,bus_stop,12.9175046,77.6244009
Madiwala,bus_stop,12.9196739,77.6209509
Madiwala,bus_stop,12.9198229,77.6208436
Madiwala,bus_stop,12.9200033,77.620727
HDFC Bank,bank,12.9220738,77.6195025
Nilgiri's,shopping,12.9081445,77.6633996
HDFC Bank,bank,12.913857,77.6665123
Axis Bank,bank,12.9136635,77.6663929
Pluspoint Hypermarket,shopping,12.9163079,77.6680022
Drishti School of Photography,school,13.0489609,77.6038874
Nathaniel School of Music,school,13.0489518,77.6039886
Nathaniel School of Music,school,13.0626929,77.5898165
Nathaniel School of Music,school,12.9695407,77.6065569
Kiara Music Academy,school,12.9684861,77.6483457
Corporation Bank,bank,13.0491647,77.6026073
State Bank of India,bank,13.0111037,77.5789387
EasyDay Supermarket Ltd.,shopping,13.0378871,77.5743958
shop right,shopping,13.0305173,77.6673115
Chamundi Hi Tech Hospital,hospital,12.9240924,77.6177848
Canara Bank,bank,12.9378179,77.6028948
Unnamed,bus_stop,12.9391739,77.6021357
Little Flower Hospital,hospital,12.9807257,77.6823734
Jeevan Hospital,hospital,12.9901305,77.6713322
Vedam Ayurveda Multi Speciality Hospital,hospital,12.9946786,77.6709989
Stroke Treatment Paralysis,hospital,13.0239995,77.6585299
Geriatric Hospitals,hospital,13.0283977,77.6599575
Pragathi Piles Hospital,hospital,12.9966313,77.671863
Mahaveer Hospitals,hospital,12.9895049,77.6741439
Eshawar HospItal,hospital,13.033219,77.6747693
Medihope Super Specialty Hospital,hospital,12.973637,77.675186
Cure N Care Hospital,hospital,12.989869,77.676589
Prakruti Hospital,hospital,12.991561,77.6757833
Kamadhenu Hospital,hospital,12.975501,77.534972
Dr. Rajesh Hospitals Eye and Dental,hospital,12.9688989,77.6422131
OJUS Multi Speciality Hospital,hospital,12.957269,77.653945
"Goverment Hospital, Hosahalli",hospital,12.9744928,77.5342045
Jhon's Medical Hospital,hospital,12.9635299,77.6662889
Sriprasad Ayurveda,hospital,12.9734087,77.5462808
Vidya Eye Hospital,hospital,12.9707429,77.5377684
Sai Baba Hospital,hospital,12.9698194,77.6317472
Shree Sai Speciality Hospital,hospital,12.9555948,77.6418006
Magdum Hospital,hospital,12.9589495,77.6603768
Athoz Hospitals,hospital,12.9673428,77.6424996
G.R. Hospital,hospital,12.9802303,77.5548818
Sneha Horizon Hospital,hospital,12.9754301,77.5358001
Kangroo Hospital,hospital,12.974339,77.542325
Abhinav Hospital,hospital,12.9757486,77.553782
Suhusannidhi Hospital,hospital,12.969102,77.534951
ESIC Hospital,hospital,12.9693009,77.6317545
Sai Ortho and Dental Centre,hospital,12.9698191,77.5360801
Ammashrees Hospital,hospital,12.9794315,77.5441641
Lohitha Hospital,hospital,12.963951,77.64308
Bengaluru Child Neurology and Rehabilitaion Centre,hospital,12.9735574,77.5461246
Dr. Hemant Agrawal,hospital,12.9583212,77.659636
Dr. Nothesh Child Specialist,hospital,12.975423,77.540659
Swasthya Hospitals,hospital,12.9544981,77.6401572
Miracle Hopital,hospital,12.958861,77.654322
Vinayaka Hospital,hospital,12.93753,77.549675
Unani Hospital,hospital,12.9633185,77.5790145
Rahul Maternity & Child Health Centre,hospital,12.9596227,77.6146819
Bangaluru Unani Hospital,hospital,12.9405198,77.5794387
Medcare Hospital,hospital,12.953049,77.574203
Sumanjara Hospital,hospital,12.9417439,77.5601782
Corporation Hospital,hospital,12.961345,77.560893
Mitralaya Hospital,hospital,12.945591,77.5712865
People Tree Hospitals,hospital,12.942076,77.553598
Government Hospital,hospital,12.9609494,77.5613939
Verna Hospital,hospital,12.940404,77.5580361
"Government Hospital, Banglore",hospital,12.9587464,77.5573456
Royan Maternity & Child Welfare Centre,hospital,12.960311,77.568274
Alisa Eye Hospital,hospital,12.9652304,77.6104334
Shekhar Hospital,hospital,12.945944,77.567404
Government Hospital,hospital,12.949104,77.563226
Jeevini Sarvodaya Hospital,hospital,12.9415883,77.5641917
Mahaveer Ortho Care Speciality Centre,hospital,12.9569684,77.5695045
Raghavendra Hospital,hospital,12.938787,77.554296
Apaara Multi Speciality,hospital,12.938453,77.551329
Khincha Orthopaedic Centre,hospital,12.939882,77.573989
Parameshwari Hospital,hospital,12.948971,77.563543
Drishti Nethralaya,hospital,12.9422541,77.5506328
Furtde Hospital,hospital,12.9654649,77.5894756
Manavarthapet Pregnancy Hospital,hospital,12.9702549,77.5734571
Trinity Hospital and Heart Foundation,hospital,12.9434996,77.5796583
Spandana Heart Centre,hospital,12.957222,77.566486
Shas Eye Care,hospital,12.960296,77.614714
Matha Pitha Hospital,hospital,12.9420276,77.575634
ESI Hospital,hospital,12.972126,77.573351
Herige Hospital,hospital,12.960972,77.5609696
Gleneagles Global Hospitals,hospital,12.9654497,77.5999044
Punarjyoti Eye Hospital,hospital,12.9658901,77.589928
Swastik Eye Hospital,hospital,12.9479647,77.5696395
Dave Gray Hospital,hospital,12.9458294,77.5799015
Dr. Rudrappa's Hospital,hospital,12.9650303,77.5954946
Shishuka Children's Speciality Hospital,hospital,13.0193799,77.6535352
Skin Remediez,hospital,13.0091103,77.6579493
Navya Hospital,hospital,13.0524836,77.6120857
Ovum Birthing Centre,hospital,13.0201491,77.6516628
Icon Hospital,hospital,13.0528211,77.6041042
Medicure Hospital,hospital,13.0283463,77.6298629
Motherhood Women & Children Hospital,hospital,13.0102697,77.6525909
Feran Hospital,hospital,13.0263661,77.6302142
Super Specialty Eye Hospital,hospital,13.0166883,77.6604049
Endocrine Speciality Centre,hospital,13.013761,77.648529
Axis Hospital,hospital,13.065863,77.604213
Anjani Women's Day Care Hospital,hospital,13.0188119,77.647187
Eswar Women and Day Care Hospital,hospital,13.0658472,77.5992844
CDEC Hospital,hospital,13.026989,77.6281742
Pranam Dental Hospital,hospital,13.029101,77.620568
Milaan Hospital,hospital,13.0109537,77.6476418
Cloudnine Hospital,hospital,13.020084,77.654053
Lavis Hospital,hospital,12.925461,77.609021
Sevakshetra Hospital,hospital,12.9215119,77.5724702
Shree Vaishnavi Heart Centre and Multi Speciality,hospital,12.9121632,77.6098276
Marigold Hospital,hospital,12.9136262,77.6045369
Bharathi Hospitals,hospital,12.9334096,77.5622345
Devi Hospital,hospital,12.9239445,77.6198634
Devagiri Hospital,hospital,12.924153,77.565797
Pothys Hospital,hospital,12.9159348,77.6034098
Center for Liver Disease Hospital,hospital,12.916234,77.593019
Sudha Prevention Centre,hospital,12.9254569,77.5467101
Sahasra Hospital,hospital,12.920651,77.5746118
Health India Hospital,hospital,12.9265183,77.6090995
Shanti Hospital,hospital,12.9202202,77.5772991
Spurthy Hospital,hospital,12.923857,77.611355
Apollo Cradle Maternity & Children's Hospital,hospital,12.916885,77.585258
Cumins Sports park,park,13.0291681,77.6691999
Ramesh Nagar Bus stop,bus_stop,12.9624428,77.6816765
Axis Bank,bank,13.0040149,77.6176333
State Bank of India,bank,12.9512403,77.5687733
"Orchids The International School, VijayaNagar",school,12.970057,77.5358963
Orchids The International School - Mahalakshmi Layout,school,13.0116909,77.5468543
State Bank of India,bank,12.976757,77.6465951
Chinmaya Hrudayalaya,hospital,12.9778121,77.6459447
Punjab National Bank,bank,12.9779152,77.6429773
Vyasa International School,school,13.0543023,77.5685759
Tinge Custom Makeup Studio,shopping,12.9771467,77.6172628
South Indian Bank,bank,13.030564,77.5601296
Bank of Baroda,bank,13.0008456,77.6219257
Vijaya Bank,bank,12.9900506,77.5561739
Indian Overseas Bank,bank,13.0642742,77.650943
Bank of Baroda,bank,13.0384524,77.5649122
Andhra Bank,bank,13.0280537,77.5621055
Federal Bank,bank,13.024748,77.5917987
Dena Bank,bank,13.0176903,77.5899085
Canara Bank,bank,13.0144657,77.5678412
State Bank of India,bank,13.0063435,77.5760173
Union Bank of India,bank,13.0015255,77.6254644
Canara Bank,bank,13.0012148,77.5358056
Vijaya Bank,bank,13.0009024,77.5715721
State Bank of India,bank,13.0001224,77.5712818
Union Bank of India,bank,12.9985128,77.5531829
Bank of Baroda,bank,12.9984609,77.5730292
State Bank of India,bank,12.9977915,77.5437368
State Bank of India,bank,12.9977681,77.5717257
Axis Bank,bank,12.9961075,77.5794798
State Bank of India,bank,12.9940393,77.5776887
IDBI Bank,bank,12.9937009,77.5556279
Indian Bank,bank,12.9931411,77.5767129
Corporation Bank,bank,12.9927951,77.5898065
Federal Bank,bank,12.9926008,77.5552992
Union Bank of India,bank,12.9916668,77.5549016
Andhra Bank,bank,12.9910228,77.5576941
Bank of Baroda,bank,12.9905494,77.5578922
Andhra Bank,bank,12.9807621,77.5585094
Axis Bank,bank,12.98,77.576
Federal Bank,bank,12.9769785,77.5788979
South Indian Bank,bank,12.9717162,77.6813888
Canara Bank,bank,12.9702025,77.5576176
ICICI Bank,bank,12.9191579,77.5838237
Bangalore Healthcare Center Pranav Ayurveda Hospital,hospital,13.0770012,77.5581038
Government Hospital,hospital,13.070554,77.5388968
Nayanalaya Super Speciality Eye Care Centre,hospital,13.006795,77.571159
Srinidhi Health Centre,hospital,13.005821,77.5725746
Orthopedic & Eye Care Center,hospital,13.0054934,77.5719519
ESI Hospital,hospital,13.004596,77.5540033
Ramani Orthopaedic Hospital,hospital,13.0044307,77.5785238
Atharva Ayurdhama Ayurvedic Hospital,hospital,13.004314,77.547749
RICH CARE HOMEOPATHY,hospital,13.0015461,77.5721683
Poornayu Ayurveda Hospital,hospital,12.998238,77.551173
Appllo Diagnostic,hospital,12.9981064,77.6008126
Supra Diagnostics Spine Care And Ortho Care Hospital,hospital,12.9969996,77.5730038
K.C.General Hospital,hospital,12.9960244,77.5693714
ESIC Model Hospital,hospital,12.9916924,77.5539007
Government Hospital,hospital,12.9905045,77.5566355
Esi Hospital Bangalore,hospital,12.9904985,77.5530924
Government Hospital,hospital,12.9844963,77.5551801
Anupama College of Management And Science,college,13.0066617,77.5449837
Government Pre University College,college,12.9900587,77.5661228
Global Institute of Medical Science,college,12.9686611,77.5856195
Kotak Mahindra Bank,bank,13.0009956,77.599335
Prestige Supermarket,shopping,12.9953917,77.6027682
Bank of Baroda,bank,12.9966808,77.6114532
Syndicate Bank,bank,12.9957125,77.6109356
Shankar Mutt,bus_stop,12.9992146,77.5416662
Sukrupa School,school,13.0327874,77.5965496
M.S.Polytechnic,college,13.019726,77.5552398
Sun Orthopaedic center,hospital,13.0332219,77.5549236
More,shopping,13.0338742,77.5539838
Food Supermarket,shopping,13.0333661,77.5541308
St. Johns hospital Emergency ward,hospital,12.9305937,77.6186159
Equitas Small Finance Bank,bank,12.9977281,77.5408233
L.C.R. English School,school,13.0278362,77.5562995
Yeshwantpura,bus_stop,13.02183,77.5533325
Unnamed,park,13.0238172,77.5543788
Nexgen supermarket,shopping,13.0308986,77.5542479
Unnamed,bank,13.0409904,77.5636179
Dairy circle (towards lakkasandra),bus_stop,12.9356855,77.6012737
Lilly Rose English High School,school,12.9263406,77.6037971
State Bank of India,bank,13.0632769,77.6487414
ICICI Bank,bank,13.0643012,77.6492122
Kwality,shopping,13.0188904,77.636681
State Bank of India,bank,12.9322882,77.5641817
ICICI Bank,bank,12.9702244,77.6388413
Healing Hands Advanced Physiotherapy Clinic,hospital,12.9128623,77.5714903
Narayan Multispeciality clinic,hospital,12.9288444,77.5828703
Unnamed,bank,12.9285248,77.5829378
State Bank of India,bank,12.9840625,77.580813
HDFC Bank,bank,12.984414,77.578281
HDFC Bank,bank,12.913395,77.6044106
Kotak Mahindra Bank,bank,12.9137433,77.6087482
Unnamed,school,12.9588096,77.6177216
State Bank of India,bank,12.9133887,77.6043111
RBL Bank,bank,12.9139857,77.6088608
Siddaiah Puranik Junction,bus_stop,12.9823899,77.5371708
Havanuru Circle,bus_stop,12.9882597,77.5376291
Kamalanagar 8th Main,bus_stop,12.9918959,77.5385914
Siddaiah Puranik Junction,bus_stop,12.9830788,77.5372303
Union Bank of India,bank,12.9820356,77.5373867
ICICI Bank,bank,12.9134635,77.6101698
Vijayanagar,bus_stop,12.9731035,77.5381791
Manuvana/Hosahalli Metro station,bus_stop,12.9740795,77.5443065
Indian Bank,bank,12.9126995,77.6064081
Bank of Maharashtra,bank,12.9134524,77.605455
Sambhavam - Centre for Autism,school,12.9134224,77.6048622
HDFC Bank,bank,12.9642974,77.6146317
clinic,hospital,12.9395279,77.586437
Canara Bank,bank,12.9596526,77.5938318
Karnataka Bank,bank,12.9590854,77.5936373
K Channasandra,bus_stop,13.0400484,77.6794318
Shree Manyata Hospitals,hospital,13.0544507,77.6316369
Karnataka Bank,bank,12.9689056,77.6002859
HDFC Bank,bank,13.0312117,77.5596191
Canara Bank,bank,12.970798,77.5973193
Shivananda Stores,bus_stop,12.9877594,77.5804174
Kotak Mahindra Bank,bank,12.9985298,77.5422657
HDFC Bank,bank,13.0139397,77.5787263
Nature's Basket,shopping,13.0596934,77.5930734
FAME India,school,12.9236698,77.5783575
AU Small Finance Bank,bank,12.9717383,77.606402
Richmond Circle,bus_stop,12.9672877,77.5992467
Richmond Circle,bus_stop,12.9675763,77.5995767
Unnamed,bus_stop,12.9509272,77.5389954
Indian Express,bus_stop,12.983377,77.5971299
Indian Express,bus_stop,12.9834529,77.5971848
HDFC Bank,bank,12.9685344,77.6432642
ITI Colony,bus_stop,13.0338561,77.5686963
Unnamed,bank,12.9696753,77.640755
Kidwai Cancer Institute Radiation Block,hospital,12.9355966,77.5971575
Altius Hospital,hospital,13.0344639,77.6291947
"Flourish, School Of Baking & Cake Decor",school,12.9668493,77.6068628
Bashayam Circle,bus_stop,13.0049151,77.5811906
Bank of Baroda,bank,13.0055404,77.5817277
Devaiah Park,bus_stop,12.9964495,77.564306
CSB Bank,bank,13.0020334,77.5690756
Mount Carmel College,bus_stop,12.9928951,77.5887322
Tynimo,shopping,12.9935681,77.571371
Union Bank of India,bank,12.9928075,77.5712389
Indian Overseas Bank,bank,12.9970928,77.5715992
CSB Bank,bank,13.003654,77.6166234
East Railway Station Bus Stop,bus_stop,13.0015767,77.6185274
Family Shopping Mart,shopping,12.971867,77.6149549
Hasanath College,bus_stop,12.9793239,77.6148261
Kotak Mahindra Bank,bank,12.9822329,77.599225
HDFC Bank,bank,12.9821258,77.5994678
HDFC Bank,bank,12.9807928,77.6013547
Indian Bank,bank,12.9366398,77.6251927
Union Bank of India,bank,12.9745892,77.6196447
The Millenia,bus_stop,12.9819825,77.6240394
Begum Mahal Ulsoor,bus_stop,12.9752411,77.6200787
St. Theresa Hospital,bus_stop,13.0065732,77.5542349
St. Theresa Hospital,bus_stop,13.0065244,77.5542249
St. Theresa Hospital,bus_stop,13.0065514,77.5542304
ICICI Bank,bank,13.0071529,77.554585
HDFC Bank,bank,12.9997549,77.5525097
Navarang Theatre,bus_stop,12.9971734,77.5535557
Navarang Theatre,bus_stop,12.9971205,77.553608
Indiranagar Police Station,bus_stop,12.9781764,77.6409534
Indiranagar Police Station,bus_stop,12.9781925,77.6409527
B. Narayanapura,bus_stop,12.996232,77.6836231
Hennur Cross,bus_stop,13.0299279,77.6309703
Kempapura,bus_stop,13.0435918,77.6018105
Channasandra,bus_stop,13.0112663,77.6624857
Sarjapura Road Junction,bus_stop,12.9219291,77.6681618
Ibbaluru,bus_stop,12.9212787,77.66221
State Bank of India,bank,12.9757986,77.6030827
Big Bazaar,shopping,12.9192999,77.6689075
IDFC First Bank,bank,12.9220705,77.6513571
Hosmat Hospital,bus_stop,12.9699263,77.6117085
Hosmat Hospital,bus_stop,12.9699074,77.6117919
Mayo Hall,bus_stop,12.9733555,77.6097782
Mayo Hall,bus_stop,12.9734039,77.6098707
BTM Nagar Layout Water Tank,bus_stop,12.9165145,77.6067922
Kotak Mahindra Bank,bank,12.9171118,77.5927033
IDFC First Bank,bank,12.9200268,77.5838198
27th Main 13th Cross HSR Layout,bus_stop,12.9159916,77.6518272
Sri Sharada Nursery and Public School,school,12.9428948,77.5859861
The Mathikere Credit Co-operative Society Ltd.,bank,13.0333345,77.5562606
Mariyappanapalya,bus_stop,12.9984573,77.5565015
Sujatha Talkies,bus_stop,12.9827537,77.5623339
MD Block,bus_stop,12.99341,77.5700963
Central,bus_stop,12.9899872,77.5720957
RC College,bus_stop,12.9842458,77.5868943
RC College,bus_stop,12.984283,77.5870321
Chinnaswamy Stadium,bus_stop,12.9788437,77.5981481
Chinnaswamy Stadium,bus_stop,12.9787907,77.5981783
Corporation Circle (Cubbon Park),bus_stop,12.9684037,77.5894846
Corporation Circle (Cubbon Park),bus_stop,12.968473,77.5895771
Govardhan Talkies,bus_stop,13.0185208,77.5536409
Government Soap Factory,bus_stop,13.0133439,77.5537127
Mahalakshmi Layout Entrance,bus_stop,13.0091625,77.5488572
Mahalakshmi Layout Entrance,bus_stop,13.0092409,77.548876
Hebbala Bridge,bus_stop,13.0433016,77.5848746
Hebbala Bridge,bus_stop,13.0437052,77.5846217
Bhadrappa Layout,bus_stop,13.0470966,77.5734584
Goraguntepalya,bus_stop,13.0295068,77.5401118
Goraguntepalya,bus_stop,13.0296126,77.5401252
Goraguntepalya,bus_stop,13.029708,77.540144
Axis Bank,bank,12.9778093,77.6367545
"Lalbagh West Gate, V V Puram",bus_stop,12.9474363,77.5801089
"Lalbagh West Gate, V V Puram",bus_stop,12.9475069,77.5801089
Indian Overseas Bank,bank,12.9826877,77.5977753
Koramangala BDA Complex,bus_stop,12.9312249,77.6225603
Ejipura Junction,bus_stop,12.9384282,77.6317924
Embassy Golf Links,bus_stop,12.9508858,77.6395482
Embassy Golf Links,bus_stop,12.950946,77.6395817
Embassy Golf Links,bus_stop,12.9510113,77.6396032
Ejipura Junction,bus_stop,12.9386295,77.6334634
My Dentist,hospital,12.9429852,77.5460604
Canara Bank,bank,13.0061219,77.5650872
City Union Bank,bank,13.004069,77.5690998
Bala Vidya Mandir School,school,12.986139,77.5508943
Adugodi Police Station,bus_stop,12.9399274,77.6094872
Punjab National Bank,bank,13.0038422,77.5838648
Passport Office,bus_stop,12.9455201,77.6192189
Star Bazaar,shopping,12.9734315,77.6112855
Byappanahalli,bus_stop,12.9896869,77.6541742
KR Puram Railway Station KIAS stop,bus_stop,13.0003547,77.6760403
Silk Board TTMC,bus_stop,12.9182691,77.6231178
Zion Bank,bank,12.9829662,77.6064877
Tin Factory,bus_stop,12.9971131,77.6688503
"Railway Station, Majestic",bus_stop,12.9775068,77.5707681
Richmond Circle,bus_stop,12.9657401,77.6042277
Karnataka Bank,bank,12.9796918,77.6055656
Muthoot Finance,bank,12.9795841,77.6055942
Axis Bank,bank,12.9799217,77.6056281
Canara Bank,bank,12.9795087,77.60607
South Indian Bank,bank,12.9810884,77.6060136
ICICI Bank,bank,12.9794545,77.6062106
Kotak Mahindra Bank,bank,13.0495152,77.6038357
Kempapura Bus Stop,bus_stop,13.0514088,77.6040949
Yeshwanthpura Circle,bus_stop,13.0170646,77.5586238
Mysore Lamps,bus_stop,13.0131142,77.5608712
Vishal Mega Mart,shopping,13.0608078,77.5821447
Axis Bank,bank,12.9405431,77.6245299
