location,latitude,longitude,address
Kempegowda Nagar,13.0025745,77.5256814,"Kempegowda Arch, Outer Ring Road, Kempegowda Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560058, India"
Vaderahalli,13.0972541,77.5390599,"Vaderahalli, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
Singanayakanahalli,13.1478621,77.5693207,"Singanayakanahalli, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
SBM Colony,12.938813,77.5526032,"SBM Colony, 80 Feet Road, Girinagar, Ashoka Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560050, India"
Udaya Nagar,12.9963615,77.6724503,"Udaya Nagar, A Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India"
Vaishnavi Layout,13.0768415,77.5529965,"Vaishnavi Layout, Vidyaranyapura, Singapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560097, India"
Cottonpet,12.963891,77.5685298,"Vinayaka Talkies, Sultan Road, Cottonpete, Cheluvadi Palya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India"
Thomas Town,13.0065573,77.6224071,"St. Thomas Town, Cooke Town, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560084, India"
Kuvempu Nagar,12.9144469,77.6137532,"Kuvempu Nagar, BTM Layout, Viswamanava Kuvempu Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India"
kanakapura main road,12.9421348,77.5768444,"Kanakapura Main Road, Basavanagudi, Sunkenahalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560004, India"
Mailasandra,12.915939,77.4932278,"Mailasandra, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India"
8th Block Jayanagar,12.9254648,77.5775504,"Jayanagar 7th Block, Devagiri Temple Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Baba Nagar,12.9705584,77.6331061,"Sai Baba Mandira Road, Someshwarapura, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India"
Badrappa Layout,13.0514401,77.576034,"Badrappa Layout, Rajiv Gandhi Nagar, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560092, India"
Lal Bahadur Shastri Nagar,12.9678103,77.6715478,"Lal Bahadur Shastri Nagar, L.B Shastri Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India"
Puttappa Layout,12.9709603,77.6527383,"Puttappa Layout, New Thippasandra, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India"
Bethel Nagar,13.0054071,77.7172101,"Bethel Nagar, Basavanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
Kirloskar Layout,13.0669639,77.5009307,"Kirloskar Layout, Bagalagunte, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560073, India"
tc.palya,13.0226152,77.7057327,"TC Palya, Bhattarahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
Dollar Scheme Colony,12.9181537,77.6195361,"Dollar Scheme Colony, Madiwala, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India"
Kodipalya,12.9004224,77.4871294,"Kodipalya, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India"
DUO Layout,13.116862,77.5730743,"Duo Marvel Layout, 4, Doddabettahalli, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
Srinivas Colony,12.9639012,77.6472266,"Srinivas residency, Kodihalli Main Road, Corporation Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560008, India"
Moodalapalya,12.9721131,77.5215397,"Moodalapalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Subash Nagar,12.9284049,77.5179223,"Subash Chandra Bose, 9th Main Road, Ideal Homes Layout, Rajarajeshwari Nagar, Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
Carmelaram,12.9111998,77.7065133,"Carmelaram, Gunjur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560087, India"
Hennur Bande,13.0367255,77.6405042,"Hennur Bande, Hennuru - Bagaluru Road, HBR Layout 4th Block, Hennur, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560043, India"
Singapura Village,13.0797045,77.5384544,"Singapura, Singapura Main Road, Singapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560014, India"
Langford Gardens,12.9631709,77.598018,"Langford Gardens, Richmond Town, Shanthinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India"
"Bellandur,",12.9320495,77.6842915,"Bellandur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Marasandra,13.1039235,77.7114248,"Marasandra, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
Kalkere Channasandra,13.0377497,77.6881098,"Kalkere Channasandra Main Road, Maragondanahalli, K Chennasandra, Maragondanahalli, Ramapura, Bangalore East, Bengaluru Urban, Karnataka, 560036, India"
Shakthi Nagar,13.0178699,77.6165505,"Shakthi Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
south,12.9287596,77.6287122,"Thoughtworks Technologies (India) Pvt. Ltd., 147/F, ACR Mansion, 8th Main Road, Jakkasandra Block, Kormangala East, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560034, India"
Rainbow Drive,12.9062184,77.6868318,"Rainbow Drive Layout, Doddakannalli, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Jakkasandra Extension,12.927699,77.6409796,"Coolulu TurfPark Sports, Jakkasandra Extension, Koramangala, 3rd Cross Road, SHBCS Layout, Kormangala East, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560034, India"
Ganesha Block,13.0253417,77.6019556,"Ganesha Block Graveyard, Varalakshmi Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Hegganahalli,13.0034737,77.5107376,"Hegganahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Rajanna Layout,12.930774,77.5968998,"Rajanna Layout, BHEL Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560041, India"
Rahat Bagh,12.9914863,77.6613684,"Rahat Bagh, C V Raman Nagar, Nagavarapalya, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560093, India"
Escorts Colony,13.1023262,77.5859726,"Escorts Yelahanka Road, Doddaballapur Road, Rail Wheel Factory West Colony, Yelahanka New Town, Yelahanka Satellite Town, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
Dasappa Layout,13.0828573,77.6491865,"Dasappa Layout, Kannuru, Bangalore East, Bengaluru Urban, Karnataka, India"
CR Layout,12.874911,77.6107073,"CR Serenity (u/c), Vijaya Bank Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Arekempanahalli,12.9446007,77.594691,"GUMPS Tank Garden Arekempanahalli, Arekempanahalli, Someshwara Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560029, India"
Chamundi Nagar,13.0341222,77.5993048,"Chamundi Nagara, R.T Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India"
Shettihalli,13.0587626,77.5263725,"Shettihalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560015, India"
Ullal Road,12.9553191,77.4935554,"Ullal Main Road, Further Extension, Jnana Bharathi, Sir MV Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560056, India"
Nobo Nagar,12.8679232,77.5962356,"Nobo Nagar, Gottigere, Yelenahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India"
Krishna Reddy Layout,12.924189,77.6737223,"Sri Krishna Suites, Outer Ring Road, Green Glen Layout, Bellanduru, Bellandur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India"
Kuvempu Layout,12.9133887,77.6043111,"State Bank of India, 7th Cross Road, MICO Layout, BTM Layout 2nd Stage, Viswamanava Kuvempu Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India"
T G extension,13.0013982,77.6019511,"Channapa Garden Link Road, Jayamahal Extension, Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India"
Devi Nagar,13.0161096,77.5288243,"Lakshmi Devi Nagar, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
GKW Layout,13.0082322,77.5130081,"GKW Layout, Rajagopala Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560058, India"
rr nagar,12.9314733,77.5290964,"Sobha Valley View, Aditya Layout, RR Nagar, Bangarappa Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560039, India"
Venkateshpuram,13.013003,77.6189465,"Venkateshpuram, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
"Judicial Layout, Kanakapura Road,",12.8616691,77.5301618,"A: Judicial Layout (BDA), Kanakapura Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
Doddabele,12.8884898,77.4716806,"Doddabele, Good Earth Malhar Main Road, Hemmigepura, Kambipura, Doddabele, Bangalore South, Bengaluru Urban, Karnataka, 560060, India"
Sathya Layout,12.989889,77.7186215,"Sathya Sai Layout Road, Hoodi, Kaveri Nagara, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India"
Shanti Nagar,12.9555367,77.5924278,"Shanti Nagar, Hombegowda Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560027, India"
Jayamahal,12.9959881,77.6014036,"Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India"
Veer Sandra,12.8389813,77.6750305,"Veer Sandra Main Road, Electronics City Phase 2 (West), Veerasandra, Anekal, Bengaluru Urban, Karnataka, 560100, India"
RMV Extension Stage 2,13.0222132,77.5781101,"RMV 2nd Stage 1st Block, Sadashivanagar, Sadashiva Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560006, India"
Vittal Mallya Road,12.9712044,77.5976294,"Vittal Mallya Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Dena Bank Colony,12.9600676,77.6447244,"Dena Bank, Ramaiah Street, Corporation Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India"
Kadabagere,12.9857708,77.4789451,"Hosahalli-Kadabagere Line, 11th Cross Road, Tunga Nagar, Gollarahatti, Nada prabhu Kempegowda Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India"
High grounds,12.9865133,77.5830766,"High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Guddadahalli,12.9578934,77.5464445,"Guddadahalli, Bapuji Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560026, India"
Chokkahalli,13.111495,77.8348071,"Chokkahalli, Hosakote taluk, Bengaluru North, Karnataka, 562114, India"
Telecom Layout,13.0691775,77.6154768,"Telecom Layout, Arkavathy Layout, Jakkur, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
Vikram Nagar,12.8994971,77.5613308,"Vikram Nagar, Chandranagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560111, India"
Virupakshapura,13.0638109,77.5717581,"Virupakshapura, Kodigehalli Road, Thindlu, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560097, India"
Amrita Nagar,13.0260629,77.5750133,"Amrita Apartments, 4th Cross Kariappa Layout, Poojary Layout, Sadashivanagar, Sadashiva Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560006, India"
Gowdanapalya,12.9082156,77.5577974,"Gowdanapalya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
RR Layout,12.9173826,77.6278011,"Bank of India, Outer Ring Road, Sector 6, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560034, India"
Billapura,12.8410686,77.7887246,"Billapura, Anekal, Bengaluru Urban, Karnataka, India"
Anjana Nagar,13.0257924,77.6037965,"Anjana Stationery, Sulthanpalya Main Road, Varalakshmi Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India"
Subramanya Nagar,13.0047903,77.5599387,"Subramanya Nagar, 10th Cross Road, Subramanya Nagar 2nd Stage, Subrahmanya Nagar, Subramanyanagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560055, India"
Janatha Colony,12.8694807,77.6960796,"Janatha Colony, Gattahalli, Gettehalli, Gattahalli, Anekal, Bengaluru Urban, Karnataka, 560099, India"
Harsha Layout,12.9629824,77.3896189,"1st Cross Road Harsha Layout, Peddanapalya, Peddhanapalya, Tavarekere, Bangalore South, Bengaluru Urban, Karnataka, 562130, India"
sarjapura main road,12.8757178,77.6721743,"Sukino, Rayasandra Main Road, Naganathapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560099, India"
Kumbena Agrahara,13.0017965,77.7473882,"Kumbena Agrahara, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560067, India"
Ramamurthy Nagar Extension,12.995811,77.5663291,"1st Main Road, Prakash Nagar, Kuvempu Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India"
BEML Layout 5th Stage,12.9083587,77.5209058,"BEML Layout 5th Stage, Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
Kamdhenu Nagar,12.9960265,77.6864573,"Kamdhenu Nagar, B. Narayanapura, A Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India"
Narayanappa Garden,12.9647744,77.7511974,"Narayanappa Garden, Whitefield Main Road, Ramagondanahalli, Whitefield, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
Rest House Road,12.9737631,77.6064116,"Rest House Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India"
Vijay Nagar,12.9061299,77.5920538,"Vijay Wheel Alignment, 14th Main Road, Dollars Colony, Shakambarinagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India"
CMH Road,12.9785334,77.6437489,"Chinmaya Mission Hospital Road, Subedar Garden, Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India"
B K Nagar,12.967755,77.5744105,"India metal, B.V.K. Iyengar Road, Balepet, Chikkapete, Cottonpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India"
Vivek Nagar,12.9529247,77.6231374,"Viveknagar, Vannarpet, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560047, India"
KG Halli,13.0568608,77.5327052,"KG Halli Post Office, Jalahalli Road, Shettihalli, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560015, India"
Cubbon Road,12.9761948,77.6115591,"Cubbon Road, Craig Park Layout, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Veerabhadra Nagar,12.9681633,77.680006,"Veerabhadra Nagar Main Road, Talacauvery Layout, Vignananagara, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India"
Kadarenahalli,12.9119181,77.5646668,"Kadarenahalli - Kumarswamy Main Road, JHBCS Layout, Kumaraswamy Layout, Gowdanapalya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560070, India"
Pampa Extension,13.0544256,77.5991953,"Pampa Extension Road, Amruthnagar, Byatarayanapura, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560024, India"
Agrahara Dasarahalli,12.9830171,77.5399064,"Agrahara Dasarahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Indira Nagar Stage 2,12.9732913,77.6404672,"Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560008, India"
Hommadevanahalli,12.8443528,77.5981019,"Hommadevanahalli, Doddakammanahalli Main Road, Chikka Kammanahalli, Doddakammanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
BTM Layout 2nd Stage 1st Phase,12.9140082,77.607945,"BTM Layout 2nd Stage, Viswamanava Kuvempu Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India"
T C Palya main Road,13.020674,77.6861834,"State Bank of India, Thambuchettypalya Main Road, Anandapura, K Chennasandra, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India"
Shankarapuram,12.9528538,77.5703309,"Shankarapuram, Basavanagudi, Sunkenahalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560004, India"
Shetty Halli,13.0502833,77.525675,"Shetty Halli Cross, Jalahalli Road, Shettihalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560015, India"
Bilal Nagar,12.9208243,77.5990246,"Masjid-e-eidgah Bilal, 39th Cross Road, Gurappana Palya, Abdul Kalam Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India"
Kanakapura Main Road,12.9421348,77.5768444,"Kanakapura Main Road, Basavanagudi, Sunkenahalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560004, India"
Suryanagar,12.7731527,77.6864397,"Suryanagar Phase 2, Hennakki, Rajapura, Anekal, Bengaluru Urban, Karnataka, 562106, India"
Duvasapalya,12.9230351,77.4959631,"Chetan Dhaba, Duvasapalya, Stage II, Kengeri Satellite Town, Bengaluru, Karnataka, Bangalore-Mysore Road, BDA Jnanabharathi Residential Enclave, Mylasandra, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560059, India"
BCMC Layout,12.8766824,77.550238,"Samruddhi Apartment BCMC Layout, 3rd Main Road, Vajrahalli, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
Church Street,12.9734314,77.6517971,"Church Street, New Thippasandra, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India"
Uday Nagar,12.9908579,77.6718143,"Uday Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Sri Sai Layout,13.0395959,77.64454,"Sri Sai Layout, Chellakere, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India"
Suragajakkanahalli,12.7361919,77.6654422,"Suragajakkanahalli, Surajakkanahalli, Anekal, Bengaluru Urban, Karnataka, India"
SK Garden,13.0045682,77.6069927,"SK Garden, S.K Garden, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India"
PNS Layout,13.0648728,77.5841846,"PNS Silks, 15th Main Road, CQAL Layout, Kodigehalli, Byatarayanapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560092, India"
"Electronic city Phase 1,",12.8496783,77.6649749,"Electronics City Phase 1, Electronic City, Bangalore South, Bengaluru Urban, Karnataka, 560100, India"
Naidu Layout,13.0332707,77.5730946,"AECS Naidu Layout 4th Cross Road, Judicial Officer's Layout, Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India"
Bandepalya,12.8804001,77.6491258,"Bandepalya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
poornaprajna layout,12.9087208,77.5358618,"Poornaprajna Layout, Dr. Vishnuvardhan Road, BHCS Layout, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
Annapurneshwari Nagar,12.9770585,77.6318947,"Annapurneshwari rice corner, 22, 17th Cross Road, LBS Nagar, Hoysala Nagara Central, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India"
RPC layout,12.9609115,77.5358407,"Hampi Nagar, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560104, India"
"HSR Layout 7th sector,",12.9193616,77.6511843,"HSR Juicy Cafe, 7th Cross Road, Agara, Sector 1, Agara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India"
Weavers Colony,12.8454948,77.5831295,"Weavers Colony, Gottigere, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
Gulimangala,12.8492767,77.7001531,"Gulimangala, Singena Agrahara, Anekal, Bengaluru Urban, Karnataka, India"
Konena Agrahara,12.9528903,77.6511294,"Konena Agrahara, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Raghavendra Layout,12.8918925,77.579749,"State Bank of India, 1st Cross Road, Sri Guru Raghavendra Nagar, RBI Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India"
Bhattarahalli,13.0255971,77.7145545,"Bhattarahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Bande Nallasandra,12.791765,77.6515627,"Bande Nallasandra, Anekal, Bengaluru Urban, Karnataka, India"
HAL Layout,12.9599648,77.6503055,"State Bank of India, HAL Old Airport Road, NR Colony, Jeevan Bhima Nagar, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560008, India"
Vidya Nagar,12.9842424,77.5865075,"Bharatiya Vidya Bhavan, 43, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
SHANTHINAGAR,12.9578068,77.5994152,"Shanthinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Queens Road,13.0286549,77.5719067,"Queens, 1st Cross Road, RMV 2nd Stage 2nd Block, Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India"
RR Nagar,12.9314733,77.5290964,"Sobha Valley View, Aditya Layout, RR Nagar, Bangarappa Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560039, India"
Jagadish Nagar,12.9650798,77.6646521,"Jagadish Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Phase 1 Kammasandra,13.079198,77.7136366,"Kammasandra, Bangalore East, Bengaluru Urban, Karnataka, India"
Deepanjali Nagar,12.9520466,77.5370399,"Deepanjali Nagar, Chord Road Flyover, Avalahalli, Gali Anjaneya Temple Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560026, India"
KEB Colony,12.9347657,77.5685736,"KEB Quaters, Thyagaraja Nagar, N.R Colony, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Konappana Agrahara,12.8528618,77.668169,"Konappana Agrahara, Electronics City Phase 1, Electronic City, Bangalore South, Bengaluru Urban, Karnataka, 560100, India"
Rajasree Layout,13.0686085,77.5562896,"Rajasree, 18, 8th Cross Road, Nanjappa Layout, BEL Layout, Vidyaranyapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560097, India"
Vinayaka Layout,12.9682111,77.5116639,"Vinayaka Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560072, India"
Bharathnagar,12.9801263,77.4784076,"Bharathnagar, Sir MV Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India"
Gandhi Bazar,12.9457868,77.5706743,"Gandhi Bazaar, Basavanagudi, Sunkenahalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560004, India"
"Jayanagar,",12.9292731,77.5824229,"Jayanagar, Tilak Nagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560011, India"
Millers Road,12.9952022,77.6030016,"Millers Road, Williams Town, Benson Town, Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India"
Dwaraka Nagar,13.1208483,77.6186871,"Dwaraka Nagar, Kogilu, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
Banashankari 6th Stage,12.8849238,77.5154846,"Banashankari 6th Stage, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
Brindavan Layout,12.9683656,77.7606342,"Brindavan, #18, BRINDHAVAN,opp. JK Tyres, Immadihalli Road, Sai Layout, Whitefield, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
Chambenahalli,12.8886379,77.7662379,"Chambenahalli, Valagere Kallahalli, Anekal, Bengaluru Urban, Karnataka, India"
